Year;Rank;School;Location;VCE_Studies;VCE_Stsnts;VCE_Compl_%;Median_VCE_Score;VCE_40+_%;VCEs_40+;VCEs_48+;VCEs_50;Stdnts_40+;Stdnts_48+;Stdnts_50
2012;381;Neerim District Secondary College;Neerim South;24;23;100;29;1,5;1;0;0;1;0;0
2012;382;Nestor Greek College Brunswick;Brunswick;;;;;;3;0;0;3;0;0
2012;383;New Century Chinese Language School;Burwood East;;;;;;3;0;0;3;0;0
2012;384;New Chinese Language and Culture School Patterson Lakes;Patterson Lakes;;;;;;7;0;0;7;0;0
2012;385;Newcomb Secondary College;Newcomb;36;92;100;26;1,5;4;0;0;4;0;0
2012;386;Newhaven College;Rhyll;30;120;99;30;8;29;2;1;19;2;1
2012;387;Nhill College;Nhill;33;40;100;29;2,7;4;0;0;2;0;0
2012;388;Noble Park Secondary College;Noble Park;36;106;90;24;0,9;2;0;0;2;0;0
2012;389;North Geelong Secondary College;Geelong North;34;75;84;24;0;0;0;0;0;0;0
2012;390;Northcote High School;Northcote;53;409;98;30;7,4;89;6;0;57;6;0
2012;391;Northern Bay P-12 College;Corio;33;61;81;23;0;0;0;0;0;0;0
2012;392;Northern College of Arts and Technology;Preston;36;50;96;23;5,7;2;0;0;2;0;0
2012;393;Northern Melbourne Institute of TAFE;Preston;7;0;0;0;0;0;0;0;0;0;0
2012;394;Northside Christian College;Bundoora;11;16;100;28;6;3;1;0;2;1;0
2012;395;Norwood Secondary College;Ringwood;42;202;100;30;4,5;33;3;1;19;2;1
2012;396;Nossal High School;Berwick;19;203;0;37;29,9;79;7;1;68;7;1
2012;397;Notre Dame College;Shepparton;53;317;98;29;4,9;45;2;0;29;2;0
2012;398;Numurkah Secondary College;Numurkah;31;78;88;23;0;0;0;0;0;0;0
2012;399;Nunawading Christian College;Nunawading;17;34;100;31;10,2;12;0;0;6;0;0
2012;400;Oakleigh Grammar;Oakleigh;22;65;97;27;2,8;3;0;0;3;0;0
2012;401;Oberon High School;Armstrong Creek;55;242;97;29;4,9;32;0;0;17;0;0
2012;402;Omiros College Oakleigh South;Oakleigh South;;;;;;1;0;0;1;0;0
2012;403;Orbost Secondary College;Orbost;24;58;80;25;1,8;2;0;0;1;0;0
2012;404;Otway Community College;Colac;0;0;0;0;0;0;0;0;0;0;0
2012;405;Our Lady of Mercy College;Heidelberg;42;282;100;33;12,5;117;0;0;87;0;0
2012;406;Our Lady of Sacred Heart College;Bentleigh;46;165;100;32;9,6;41;1;0;29;1;0
2012;407;Our Lady of Sion College;Box Hill;36;162;100;33;16,6;86;9;2;49;8;2
2012;408;Ouyen Secondary College;Ouyen;22;40;96;29;1,5;2;0;0;2;0;0
2012;409;Overnewton Anglican College;Keilor;46;243;100;30;6,8;60;2;2;40;2;2
2012;410;Oxley Christian College;Chirnside Park;39;158;99;32;8,7;44;4;1;25;3;1
2012;411;Ozford College;Melbourne;18;28;59;25;1,3;1;0;0;1;0;0
2012;412;Padua College;Mornington;65;378;100;29;4,6;57;3;2;45;3;2
2012;413;Pakenham Secondary College;Pakenham;38;69;88;24;0,4;1;0;0;1;0;0
2012;414;Parade College;Bundoora;55;345;99;31;6,7;78;6;4;54;6;4
2012;415;Parish of St Vasilios Brunswick Greek Language School;Brunswick;;;;;;1;0;0;1;0;0
2012;416;Parkdale Secondary College;Mordialloc;51;231;98;29;3,6;17;0;0;13;0;0
2012;417;Parkwood Secondary College;Ringwood North;27;77;98;27;2,3;4;0;0;2;0;0
2012;418;Pascoe Vale Girls Secondary College;Pascoe Vale;40;283;100;29;5,3;54;0;0;44;0;0
2012;419;Patterson River Secondary College;Seaford;52;152;100;27;1,8;9;0;0;8;0;0
2012;420;Peninsula Grammar;Mount Eliza;46;310;100;33;14,6;107;2;2;68;2;2
2012;421;Peninsula Grammar Nanjing Foreign Language School;Nanjing, China;;;;;;13;1;0;12;1;0
2012;422;Penleigh and Essendon Grammar School;Keilor East;40;269;100;36;28,5;340;43;20;153;29;13
2012;423;Penola Catholic College;Broadmeadows;59;331;99;28;2,9;33;0;0;28;0;0
2012;424;Peter Lalor Secondary College;Lalor;7;0;0;0;0;0;0;0;0;0;0
2012;425;Peter Wallace Dance;Pascoe Vale;;;;;;1;0;0;1;0;0
2012;426;Phoenix P-12 Community College;Sebastopol;36;144;93;26;1,8;2;0;0;2;0;0
2012;427;Plenty Valley Christian College;Doreen;33;82;100;30;6,9;19;2;1;12;1;1
2012;428;Point Cook Senior Secondary College;Point Cook;49;225;94;27;2,4;14;0;0;13;0;0
2012;429;Portland Secondary College;Portland;35;151;94;27;1,9;8;0;0;6;0;0
2012;430;Prahran Community Learning Centre;Prahran;0;0;0;0;0;0;0;0;0;0;0
2012;431;Presbyterian Ladies College;Burwood;35;260;100;36;28;211;15;3;120;12;3
2012;432;Presentation College;Windsor;46;164;100;31;6,4;33;2;1;24;2;1
2012;433;Preshil The Margaret Lyttle Memorial School;Kew;31;57;98;29;5,2;10;1;1;5;1;1
2012;434;Preston Girls Secondary College;Preston;28;64;98;26;2,4;6;0;0;5;0;0
2012;435;Preston Reservoir Adult Community Education;Reservoir;0;0;0;0;0;0;0;0;0;0;0
2012;436;Princes Hill Secondary College;Princes Hill;52;187;97;32;11,7;68;3;2;41;3;2
2012;437;Protypo Greek Bilingual Education Centre;Oakleigh;;;;;;1;0;0;1;0;0
2012;438;Pythagoras Greek School;Brighton;;;;;;1;0;0;1;0;0
2012;439;Rainbow P-12 College;Rainbow;17;16;100;31;10,8;4;0;0;2;0;0
2012;440;Red Cliffs Secondary College;Red Cliffs;28;70;90;25;0;0;0;0;0;0;0
2012;;;;;;;;;;;;;;
2012;441;Reservoir High School;Reservoir;35;111;95;27;3,2;10;0;0;8;0;0
2012;442;Ringwood Secondary College;Ringwood;60;326;98;31;11;109;10;4;64;7;3
2012;443;RMIT TAFE;Melbourne;45;260;63;27;1,9;10;0;0;8;0;0
2012;444;Robinvale College;Robinvale;26;27;100;27;0;0;0;0;0;0;0
2012;445;Rochester Secondary College;Rochester;36;82;100;27;0,7;2;0;0;2;0;0
2012;446;Rosebud Secondary College;Rosebud;57;226;95;29;3,9;30;1;0;23;1;0
2012;447;Rosehill Secondary College;Niddrie;42;132;96;28;2,3;9;0;0;7;0;0
2012;448;Rowville Secondary College;Rowville;64;384;93;27;2,9;33;2;0;24;2;0
2012;449;Roxburgh College;Roxburgh Park;40;210;97;24;0,6;4;0;0;4;0;0
2012;450;Rushworth P-12 College;Rushworth;24;35;100;25;0;0;0;0;0;0;0
2012;451;Rutherglen High School;Rutherglen;18;51;96;27;0;0;0;0;0;0;0
2012;452;Ruyton Girls School;Kew;33;136;100;37;33,3;120;13;6;68;11;6
2012;453;Sacre Coeur;Glen Iris;39;143;100;36;28,1;130;11;8;80;9;8
2012;454;Sacred Heart College Geelong;Newtown;58;305;99;33;15,5;151;12;5;92;11;5
2012;455;Sacred Heart College Kyneton;Kyneton;44;139;99;29;7,1;36;3;0;28;3;0
2012;456;Sacred Heart College Yarrawonga;Yarrawonga;31;46;100;29;6,1;6;0;0;4;0;0
2012;457;Sacred Heart Girls College;Hughesdale;48;250;100;33;13,6;126;4;2;84;3;2
2012;458;Saint Catherines Greek School;Malvern East;;;;;;1;1;1;1;1;1
2012;459;Saint Ignatius College;Drysdale;34;101;100;30;6,9;26;4;1;22;4;1
2012;460;Sale College;Sale;44;126;95;29;3,1;3;0;0;3;0;0
2012;461;Salesian College Chadstone;Chadstone;41;204;99;30;7,3;48;1;0;31;1;0
2012;462;Salesian College Sunbury;Sunbury;39;193;97;30;3,9;27;1;0;20;1;0
2012;463;Sandringham College;Sandringham;80;453;98;29;4;48;2;2;36;2;2
2012;464;Santa Maria College;Northcote;44;186;100;31;5,4;36;2;1;24;1;1
2012;465;Scoresby Secondary College;Scoresby;36;95;95;25;2;4;0;0;4;0;0
2012;466;Scotch College;Hawthorn;42;440;100;36;26,9;342;52;26;182;34;20
2012;467;SEDA College;Hawthorn East;0;0;0;0;0;0;0;0;0;0;0
2012;468;Serbian Ethnic School Vuk Karadzic;St Albans;;;;;;1;0;0;1;0;0
2012;469;Seymour College;Seymour;37;92;88;24;0,9;2;0;0;2;0;0
2012;470;Shelford Girls Grammar;Caulfield;31;101;100;35;22;57;2;2;43;2;2
2012;471;Shepparton Adult and Community Education;Shepparton;1;0;0;0;0;0;0;0;0;0;0
2012;472;Shepparton Christian College;Shepparton;1;9;0;31;0;0;0;0;0;0;0
2012;473;Shepparton High School;Shepparton;51;145;84;27;2,4;9;0;0;6;0;0
2012;474;Sherbrooke Community School;Sassafras;10;11;70;24;0;0;0;0;0;0;0
2012;475;Siena College;Camberwell;34;148;99;34;14,7;84;3;2;59;3;2
2012;476;Simonds Catholic College;Fitzroy North;37;103;100;30;7,1;26;1;1;16;1;1
2012;477;Sirius College Broadmeadows Campus;Broadmeadows;16;115;100;30;8,9;36;1;0;24;1;0
2012;478;Sirius College Dandenong Campus;Keysborough;15;58;100;28;6,9;10;2;1;7;2;1
2012;479;Sirius College Meadow Fair Campus;Broadmeadows;18;133;100;28;8,7;32;6;3;22;5;3
2012;480;Skillsplus;Frankston;2;0;0;0;0;0;0;0;0;0;0
2012;481;Somerville Secondary College;Somerville;45;53;97;26;1,1;2;1;1;2;1;1
2012;482;South Coast Christian College;Leongatha;11;7;100;25;0;0;0;0;0;0;0
2012;483;South Gippsland Secondary College;Foster;33;77;93;28;2,7;5;0;0;5;0;0
2012;484;South Oakleigh Secondary College;Oakleigh South;34;111;92;27;1;1;0;0;1;0;0
2012;485;South West Institute of TAFE;Warrnambool;9;26;55;20;0;0;0;0;0;0;0
2012;486;Springvale Indo-Chinese Ethnic School Inc.;Springvale South;;;;;;3;0;0;3;0;0
2012;487;St Albans Secondary College;St Albans;41;168;98;29;8,1;41;2;1;33;2;1
2012;488;St Aloysius College;North Melbourne;39;114;100;31;8,6;23;1;0;16;1;0
2012;489;St Andrews Christian College;Wantirna South;19;25;100;30;12,1;6;2;0;5;2;0
2012;490;St Anthonys Coptic Orthodox College;Frankston North;18;25;100;26;3;2;0;0;2;0;0
2012;491;St Arnaud Secondary College;St Arnaud;18;31;88;27;2,2;2;0;0;2;0;0
2012;492;St Augustines College;Kyabram;28;47;100;29;3,8;4;1;1;3;1;1
2012;493;St Bedes College;Mentone;49;352;100;31;6,9;87;5;1;64;5;1
2012;494;St Bernards College;Essendon;55;284;100;32;10,4;107;9;4;63;9;4
2012;495;St Brigids College;Horsham;35;79;100;30;4,8;9;2;2;7;1;1
2012;496;St Catherines School;Toorak;33;152;100;35;24,5;95;6;3;64;5;3
2012;497;St Columbas College;Essendon;44;212;100;33;11,2;91;4;2;64;4;2
2012;498;St Francis Xavier College;Beaconsfield;58;354;100;30;4,6;60;3;0;46;3;0
2012;499;St Helena Secondary College;Eltham North;46;352;98;30;5,6;69;3;1;53;3;1
2012;500;St Johns Greek Orthodox College;Preston;15;16;100;25;3,9;2;0;0;2;0;0
2012;501;St Johns Greek Orthodox College Saturday School;Preston;;;;;;1;0;0;1;0;0
2012;502;St Johns Regional College;Dandenong;47;167;99;28;4,7;29;2;1;20;2;1
2012;503;St Josephs College Echuca;Echuca;43;103;98;27;1,8;5;0;0;5;0;0
2012;504;St Josephs College Ferntree Gully;Ferntree Gully;39;152;100;30;7;33;3;1;23;3;1
2012;505;St Josephs College Geelong;Newtown;59;359;99;32;11,3;118;9;4;88;9;4
2012;506;St Josephs College Mildura;Mildura;39;174;98;28;2,2;11;0;0;10;0;0
2012;507;St Kevins College;Toorak;39;354;100;36;28,1;353;33;14;197;30;14
2012;508;St Leonards College;Brighton East;46;203;100;34;15,5;113;7;5;71;7;5
2012;509;St Margarets Berwick Grammar Berwick Campus;Berwick;30;103;100;34;16,5;53;1;1;35;1;1
2012;510;St Mary MacKillop College;Swan Hill;29;109;98;30;8;20;0;0;16;0;0
2012;511;St Mary of the Angels College;Nathalia;37;89;97;28;2,2;4;0;0;4;0;0
2012;512;St Marys Coptic Orthodox College;Coolaroo;16;69;100;26;2,7;1;1;0;1;1;0
2012;513;St Michaels Grammar School;St Kilda;52;188;100;34;16,5;115;9;2;74;9;2
2012;514;St Monicas College;Epping;59;339;99;30;6,4;82;3;0;49;2;0
2012;515;St Patricks College;Ballarat;42;264;99;30;6,9;52;6;2;34;5;2
2012;516;St Pauls Anglican Grammar School;Warragul;45;237;100;32;9,9;71;6;3;49;5;2
2012;517;St Peters College;Cranbourne;50;151;100;27;1,9;11;0;0;6;0;0
2012;518;St Thomas Aquinas College;Tynong;13;22;100;28;2,4;2;1;1;2;1;1
2012;519;Star of the Sea College;Brighton;40;257;100;33;12,7;113;7;3;69;7;3
2012;520;Staughton College;Melton South;28;94;99;24;1,1;3;0;0;2;0;0
2012;521;Stawell Secondary College;Stawell;24;70;100;26;1,9;4;0;0;4;0;0
2012;522;Stonnington School of Dance;Murrumbeena;;;;;;1;0;0;1;0;0
2012;523;Stotts Colleges Melbourne;Melbourne;8;12;100;24;0;0;0;0;0;0;0
2012;524;Strathcona Girls Grammar School;Canterbury;38;148;100;37;32,9;148;15;7;75;13;5
2012;525;Strathmore Secondary College;Strathmore;52;300;98;32;10,9;111;2;1;66;2;1
2012;526;Studio D;Mount Waverley;;;;;;1;0;0;1;0;0
2012;527;Sunbury College;Sunbury;39;229;99;26;1,8;15;2;0;9;2;0
2012;528;Sunbury Downs Secondary College;Sunbury;25;80;96;26;4,1;10;0;0;5;0;0
2012;529;Sunraysia Institute of TAFE;Mildura;0;0;0;0;0;0;0;0;0;0;0
2012;530;Sunshine College;Sunshine West;38;105;96;28;2;4;0;0;4;0;0
2012;531;Suzanne Cory High School;Werribee;3;6;0;32;40;0;0;0;0;0;0
2012;532;Swan Hill College;Swan Hill;45;184;97;27;5,5;26;1;0;19;1;0
2012;533;Swifts Creek P-12 School;Swifts Creek;15;15;100;27;3,4;1;0;0;1;0;0
2012;534;Swinburne Senior Secondary College;Hawthorn;58;309;95;27;1,2;10;1;0;10;1;0
2012;535;Swinburne University of Technology TAFE Croydon;Croydon;21;7;50;0;0;0;0;0;0;0;0
2012;536;Sydney Road Community School;Brunswick;9;6;25;20;0;0;0;0;0;0;0
2012;537;Tallangatta Secondary College;Tallangatta;30;80;98;28;5;10;0;0;7;0;0
2012;538;Taylors College;Melbourne;26;98;91;27;5,3;21;1;0;11;1;0
2012;539;Taylors Lakes Secondary College;Taylors Lakes;48;212;99;27;4,2;30;2;0;23;2;0
2012;540;Templestowe College;Templestowe Lower;54;116;99;26;3,4;14;1;0;7;1;0
2012;541;Terang College Secondary Campus;Terang;20;35;93;29;2,5;1;0;0;1;0;0
2012;542;The Centre;Wangaratta;8;0;0;0;0;0;0;0;0;0;0
2012;543;The Geelong College;Newtown;45;276;100;34;18,1;167;11;2;116;10;2
2012;544;The Grange P-12 College;Hoppers Crossing;29;168;98;26;0,7;3;0;0;3;0;0
2012;545;The Hamilton and Alexandra College;Hamilton;44;120;100;34;14;50;2;1;33;2;1
2012;546;The King David School;Armadale;31;114;100;36;27,8;72;6;1;39;6;1
2012;547;The Knox School;Wantirna South;43;177;100;33;12,2;56;3;0;39;3;0
2012;548;The Pushkin Lyceum Russian Community School;Elwood;;;;;;2;1;0;2;1;0
2012;549;Theatre De La Danse;Brighton;;;;;;2;0;0;2;0;0
2012;550;Thomas Carr College;Tarneit;44;238;100;27;3,2;24;2;2;15;2;2
2012;551;Thomas Carr College Wenzhou No 21 Middle School;Wenzhou, China;;;;;;2;0;0;2;0;0
2012;552;Thomastown Secondary College;Thomastown;34;95;93;25;2,4;7;0;0;6;0;0
2012;553;Thornbury High School;Thornbury;36;86;94;27;2,8;7;1;1;4;1;1
2012;554;Timboon P-12 School;Timboon;19;46;100;28;7,7;9;0;0;4;0;0
2012;555;Tintern Schools Senior College;Ringwood East;37;166;100;32;9,6;31;5;2;20;4;2
2012;556;Toorak College;Mount Eliza;43;186;100;34;18,7;108;3;1;69;3;1
2012;557;Trafalgar High School;Trafalgar;28;91;98;28;4,4;12;0;0;9;0;0
2012;558;Traralgon College;Traralgon;57;158;77;26;1,2;4;0;0;3;0;0
2012;559;Trinity College;Colac;46;167;100;30;5,8;30;3;0;22;2;0
2012;560;Trinity Grammar School;Kew;41;287;100;34;21,3;205;13;8;128;12;8
2012;561;Tyrrell College;Sea Lake;15;20;100;23;2,7;2;0;0;2;0;0
2012;562;Ukrainian Community School;Noble Park;;;;;;1;1;1;1;1;1
2012;563;University High School;Parkville;59;372;96;33;16,4;172;11;6;104;11;6
2012;564;University of Ballarat;Ballarat;24;9;0;0;0;0;0;0;0;0;0
2012;565;Upper Yarra Secondary College;Yarra Junction;32;73;93;26;0,4;1;0;0;1;0;0
2012;566;Upwey High School;Upwey;52;222;96;28;3,9;21;0;0;16;0;0
2012;567;Van Khoa Vietnamese Language School South Yarra;South Yarra;;;;;;3;0;0;3;0;0
2012;568;Vermont Secondary College;Vermont;59;305;100;32;10;94;7;1;61;5;1
2012;569;Victoria International School of Sharjah;Sharjah, UAE;;;;;;3;0;0;2;0;0
2012;570;Victoria University of Technology TAFE Footscray;Footscray;21;103;75;20;0,4;2;1;0;2;1;0
2012;571;Victoria University of Technology TAFE Sunshine;Sunshine;8;0;0;0;0;0;0;0;0;0;0
2012;572;Victoria University Secondary College Brimbank Campus;St Albans;49;112;99;25;2,5;11;0;0;6;0;0
2012;573;Victoria University Secondary College Deer Park Campus;Deer Park;46;101;93;24;1,4;4;0;0;3;0;0
2012;574;Victorian College for the Deaf;Melbourne;5;13;0;34;11,1;3;0;0;3;0;0
2012;575;Victorian College of the Arts Secondary School;Southbank;33;169;99;34;16,4;56;8;7;43;8;7
2012;576;Victorian Dance Academy;Mitcham;;;;;;1;0;0;1;0;0
2012;577;Victory Lutheran College;Wodonga;18;25;100;29;1;0;0;0;0;0;0
2012;578;Viewbank College;Viewbank;49;265;100;31;6;53;6;3;39;4;3
2012;579;VSL Altona North-Footscray-Sunshine;Thornbury;;;;;;7;2;1;7;2;1
2012;580;VSL Box Hill-Blackburn-Doncaster;Thornbury;;;;;;13;1;0;13;1;0
2012;581;VSL Collingwood-Bentleigh-McKinnon;Thornbury;;;;;;13;0;0;13;0;0
2012;582;VSL Dandenong-Hampton Park-Beaconhills;Thornbury;;;;;;14;0;0;14;0;0
2012;583;VSL Distance Education;Thornbury;;;;;;34;2;1;34;2;1
2012;584;VSL Gisborne-Horsham-Cobram-Warrnambool-Wodonga-Shepparton;Thornbury;;;;;;2;0;0;2;0;0
2012;585;VSL Glen Waverley-Carwatha;Thornbury;;;;;;19;1;0;19;1;0
2012;586;VSL Keilor Downs-Brimbank-Mildura-Taylors Lakes;Thornbury;;;;;;6;1;1;6;1;1
2012;587;VSL North Geelong-Matthew Flinders-Galvin Park-Ballarat;Thornbury;;;;;;1;0;0;1;0;0
2012;588;VSL Thomastown-Lalor-Roxburgh Park-Hume Central;Thornbury;;;;;;6;0;0;6;0;0
2012;589;VSL University-Brunswick-Mill Park;Thornbury;;;;;;22;1;0;22;1;0
2012;590;VSL Westall-Brentwood-Haileybury;Thornbury;;;;;;14;1;0;14;1;0
2012;591;Wallan Secondary College;Wallan;29;101;92;24;1;3;0;0;3;0;0
2012;592;Wanganui Park Secondary College;Shepparton;47;199;98;29;4,9;30;1;1;18;1;1
2012;593;Wangaratta High School;Wangaratta;57;237;98;28;5,3;34;0;0;25;0;0
2012;594;Wantirna College;Wantirna;59;260;98;29;5,1;27;2;1;15;2;1
2012;595;Warracknabeal Secondary College;Warracknabeal;24;39;100;27;5,4;6;0;0;4;0;0
2012;596;Warragul Regional College;Warragul;39;107;100;27;1,7;4;0;0;3;0;0
2012;597;Warrandyte High School;Warrandyte;26;118;99;28;4,3;13;2;0;10;2;0
2012;598;Warrnambool College;Warrnambool;42;189;93;28;2,6;16;0;0;13;0;0
2012;599;Waverley Christian College Wantirna South;Wantirna South;42;197;100;33;13,5;81;3;1;50;3;1
2012;600;Wedderburn College;Wedderburn;17;25;100;31;10,4;7;2;0;4;1;0
2012;601;Wellington Secondary College;Mulgrave;55;344;96;29;5,2;53;1;1;34;1;1
2012;602;Werribee Secondary College;Werribee;56;241;91;32;10,2;56;6;1;39;5;1
2012;603;Werrimull P-12 School;Werrimull;21;8;100;30;0;0;0;0;0;0;0
2012;604;Wesley College Glen Waverley;Glen Waverley;41;196;100;32;9,7;54;7;1;27;5;1
2012;605;Wesley College St Kilda Rd;Melbourne;46;232;100;33;15,2;112;9;3;69;7;3
2012;606;Westall Secondary College;Clayton South;34;106;87;28;5,9;12;1;1;10;1;1
2012;;;;;;;;;;;;;;
2012;607;Westbourne Grammar School;Truganina;35;245;100;34;16,4;121;5;4;71;4;3
2012;608;Western Heights College;Hamlyn Heights;59;204;97;23;1,1;8;0;0;3;0;0
2012;609;Western Port Secondary College;Hastings;28;70;93;25;0,6;0;0;0;0;0;0
2012;610;Western Thrace Turkish School;Windsor;;;;;;1;0;0;1;0;0
2012;611;Wheelers Hill Secondary College;Wheelers Hill;38;98;96;27;2,6;8;0;0;7;0;0
2012;612;Whitefriars College;Donvale;50;308;98;32;14,2;136;10;4;74;7;4
2012;613;Whittlesea Secondary College;Whittlesea;35;114;96;22;1,2;4;0;0;4;0;0
2012;614;William Angliss Institute of TAFE;Melbourne;4;0;0;0;0;0;0;0;0;0;0
2012;615;William Ruthven Secondary College;Reservoir;29;77;94;27;1,1;2;0;0;2;0;0
2012;616;Williamstown High School;Williamstown;57;342;99;31;10;101;7;3;61;7;3
2012;617;Wodonga Institute of TAFE;West Wodonga;6;0;0;0;0;0;0;0;0;0;0
2012;618;Wodonga Senior Secondary College;Wodonga;58;351;95;26;1,3;10;0;0;8;0;0
2012;619;Wonthaggi Secondary College;Wonthaggi;42;183;96;29;3,8;21;2;1;15;2;1
2012;620;Woodleigh School;Langwarrin South;45;161;100;33;14,2;66;7;3;41;6;3
2012;621;Wycheproof P-12 College;Wycheproof;15;11;100;34;15,6;5;0;0;3;0;0
2012;622;Wyndham Central Secondary College;Werribee;48;158;93;26;1,6;7;0;0;4;0;0
2012;623;Wyndham Community and Education Centre;Werribee;4;0;0;0;0;0;0;0;0;0;0
2012;624;Xavier College;Kew;38;458;100;34;21,4;279;30;12;157;25;10
2012;625;Xin Jin Shan Chinese Language and Culture School;Mount Waverley;;;;;;48;3;2;48;3;2
2012;626;Yarra Hills Secondary College Mooroolbark;Mooroolbark;33;107;89;26;0;0;0;0;0;0;0
2012;627;Yarra Valley Grammar School;Ringwood;46;282;100;33;12,3;89;6;3;67;6;3
2012;628;Yarram Secondary College;Yarram;27;49;100;28;2,6;4;0;0;4;0;0
2012;629;Yarrawonga College P-12;Yarrawonga;20;66;91;28;3,7;5;0;0;4;0;0
2012;630;Yea High School;Yea;38;60;92;28;2,7;3;0;0;3;0;0
2012;631;Yeshivah College;St Kilda East;20;31;100;38;35,1;23;2;1;15;2;1
2012;632;Zenon Education Centre;Caulfield South;;;;;;1;0;0;1;0;0
2013;1;Academy of Mary Immaculate;Fitzroy;38;130;98;32;10,1;41;1;0;30;1;0
2013;2;Adass Israel School Elsternwick;Elsternwick;6;80;0;0;0;0;0;0;0;0;0
2013;3;Advanced Career Training;Geelong;5;0;0;0;0;0;0;0;0;0;0
2013;4;Aitken College;Greenvale;43;145;100;31;7,5;42;0;0;22;0;0
2013;5;Al Kamal Arabic School;Dandenong North;;;;;;2;0;0;2;0;0
2013;6;Al-Taqwa College Islamic Schools of Vic;Truganina;23;147;100;25;1,2;5;0;0;4;0;0
2013;7;Albury Wodonga Community College;Wodonga;8;13;0;0;0;0;0;0;0;0;0
2013;8;Alexandra Secondary College;Alexandra;19;74;96;26;1,9;0;0;0;0;0;0
2013;9;Alia College;Hawthorn East;28;20;100;24;2,5;2;0;0;2;0;0
2013;10;Alkira Secondary College;Cranbourne North;11;25;0;31;11,1;1;0;0;1;0;0
2013;;;;;;;;;;;;;;
2013;11;Alphington Grammar School;Alphington;24;94;98;33;19;45;6;4;26;5;4
2013;12;Antonine College Senior Campus;Pascoe Vale South;25;88;100;30;5,5;15;1;0;9;1;0
2013;13;Apollo Bay P-12 College;Apollo Bay;15;19;100;27;8,6;2;0;0;2;0;0
2013;14;Aquinas College;Ringwood;52;348;100;31;8,4;95;2;1;60;2;1
2013;15;Ararat College;Ararat;28;73;97;23;1,1;2;0;0;2;0;0
2013;16;Ashwood High School;Ashwood;35;84;100;30;4,2;7;0;0;7;0;0
2013;17;Assumption College;Kilmore;80;350;100;30;3,4;26;0;0;21;0;0
2013;18;Australian International Academy Coburg;North Coburg;16;78;100;27;1,4;3;0;0;3;0;0
2013;19;Austurk Saturday Turkish School;Gladstone Park;;;;;;2;0;0;2;0;0
2013;20;Ave Maria College;Aberfeldie;40;233;99;32;7,6;50;1;0;37;1;0
2013;21;Avila College;Mount Waverley;52;298;100;32;11,6;114;6;3;76;5;3
2013;22;Bacchus Marsh College;Bacchus Marsh;38;114;98;25;1,1;1;0;0;1;0;0
2013;23;Bacchus Marsh Grammar;Bacchus Marsh;42;197;99;32;9,9;65;4;2;43;3;2
2013;24;Baimbridge College;Hamilton;40;114;91;26;1,8;5;0;0;5;0;0
2013;25;Bairnsdale Secondary College;Bairnsdale;62;252;98;27;1;4;1;0;3;1;0
2013;26;Balcombe Grammar School;Mount Martha;32;55;100;30;7,5;12;0;0;9;0;0
2013;27;Ballarat Christian College;Sebastopol;19;43;100;29;1,9;1;0;0;1;0;0
2013;28;Ballarat Clarendon College;Ballarat;43;233;100;36;26;210;17;8;126;15;7
2013;29;Ballarat Grammar School;Wendouree;54;318;100;33;14,4;134;9;4;90;8;4
2013;30;Ballarat High School;Ballarat;61;339;96;26;2,1;17;0;0;15;0;0
2013;31;Balmoral Community College;Balmoral;15;13;100;29;3,3;1;0;0;1;0;0
2013;32;Balwyn High School;Balwyn North;56;568;100;34;21;319;35;23;176;30;21
2013;33;Bayside Christian College;Langwarrin South;33;72;100;31;7;12;1;0;8;1;0
2013;34;Bayside College Paisley Campus;Newport;61;177;93;27;1,9;6;0;0;6;0;0
2013;35;Bayswater Secondary College;Bayswater;26;42;100;23;0;0;0;0;0;0;0
2013;36;Bayview College;Portland;24;71;100;27;2,9;6;1;0;4;1;0
2013;37;BDC Dance;Ashwood;;;;;;1;0;0;1;0;0
2013;38;Beaconhills College Berwick;Berwick;47;224;100;30;3,3;26;2;0;22;2;0
2013;39;Beaconhills College Pakenham;Pakenham;41;227;100;31;8,7;62;2;1;42;2;1
2013;40;Beaufort Secondary College;Beaufort;23;38;100;25;2,2;2;0;0;1;0;0
2013;41;Beechworth Secondary College;Beechworth;31;78;95;27;1,5;1;0;0;1;0;0
2013;42;Belgrave Heights Christian School;Belgrave Heights;25;78;100;29;4,3;9;1;0;6;1;0
2013;43;Bellarine Secondary College;Drysdale;65;247;97;27;3,3;21;0;0;17;0;0
2013;44;Belmont High School;Belmont;69;316;97;28;4;30;1;0;26;1;0
2013;45;Benalla P-12 College;Benalla;38;102;96;28;4,2;11;2;0;9;1;0
2013;46;Bendigo Regional Institute of TAFE;Bendigo;11;167;0;0;0;0;0;0;0;0;0
2013;47;Bendigo Senior Secondary College;Bendigo;85;1108;95;28;4,2;114;5;4;89;5;4
2013;48;Bentleigh Secondary College;Bentleigh East;40;202;100;29;5;24;0;0;19;0;0
2013;49;Berry Street Victoria;Richmond;4;4;0;0;0;0;0;0;0;0;0
2013;50;Berwick Secondary College;Berwick;60;330;98;30;4,4;26;0;0;19;0;0
2013;201;Greek Language School Mathesi;Vermont South;;;;;;1;0;0;1;0;0
2013;202;Greek Orthodox Community of Melbourne and Victoria;Melbourne;;;;;;3;0;0;3;0;0
2013;203;Greek Orthodox Community of Mentone and Districts;Mentone;;;;;;1;0;0;1;0;0
