Year;Rank;School;Location;VCE_Studies;VCE_Stsnts;VCE_Compl_%;Median_VCE_Score;VCE_40+_%;VCEs_40+;VCEs_48+;VCEs_50;Stdnts_40+;Stdnts_48+;Stdnts_50
2014;212;Haileybury Chengdu Shude High School;Chengdu, China;;;;;;25;3;2;12;2;2
2014;213;Haileybury College;Keysborough;52;442;100;35;25;305;27;12;177;24;11
2014;214;Haileybury Dili International School;Dili, Timor-Leste;;;;;;1;0;0;1;0;0
2014;215;Haileybury Girls College;Keysborough;52;285;100;36;25,8;211;21;6;124;21;6
2014;216;Haileybury Li Hui High School;China;;;;;;20;1;1;17;1;1
2014;217;Haileybury Qingdao No 19 High School;Qingdao, China;;;;;;3;0;0;3;0;0
2014;218;Haileybury Wuhan Foreign Language School;Wuhan, China;;;;;;14;0;0;11;0;0
2014;219;Hallam Secondary College;Hallam;69;409;94;22;0,1;1;0;0;1;0;0
2014;220;Hampton Park Secondary College;Hampton Park;64;269;94;24;1,5;3;0;0;2;0;0
2014;221;Hawkesdale College;Hawkesdale;26;37;85;29;2,1;3;0;0;3;0;0
2014;222;Healesville High School;Healesville;27;71;100;25;1;1;0;0;1;0;0
2014;223;Heathdale Christian College;Werribee;46;123;100;28;4,4;16;3;2;13;3;2
2014;224;Heatherton Christian College;Clarinda;24;53;100;30;13;16;0;0;10;0;0
2014;225;Heathmont College;Heathmont;44;126;93;29;2,9;9;0;0;7;0;0
2014;226;Heritage College Officer;Officer;17;39;95;26;1,7;2;0;0;2;0;0
2014;227;Heywood and District Secondary College;Heywood;28;52;93;27;1,4;1;0;0;1;0;0
2014;228;Highvale Secondary College;Glen Waverley;41;197;97;30;4,1;28;0;0;21;0;0
2014;229;Highview Christian Community College;Maryborough;43;88;96;29;2,9;7;0;0;7;0;0
2014;230;Hillcrest Christian College;Clyde North;33;189;100;30;6,7;31;2;0;24;2;0
2014;231;Holmes Secondary College;Melbourne;12;17;100;23;0;0;0;0;0;0;0
2014;232;Holmesglen Institute of TAFE Holmesglen;Chadstone;12;37;85;22;0;0;0;0;0;0;0
2014;233;Holmesglen Institute of TAFE Moorabbin;Moorabbin;22;74;0;0;0;0;0;0;0;0;0
2014;234;Hopetoun P-12 College;Hopetoun;21;28;89;30;0;0;0;0;0;0;0
2014;235;Hoppers Crossing Secondary College;Hoppers Crossing;47;188;96;27;1,8;9;0;0;8;0;0
2014;236;Horsham College;Horsham;46;144;93;28;4,6;17;2;2;15;2;2
2014;237;Hume Anglican Grammar;Mickleham;23;60;100;28;1,4;3;0;0;3;0;0
2014;238;Hume Central Secondary College Town Park;Broadmeadows;37;134;97;25;2,9;14;2;1;8;2;1
2014;239;Huntingtower School;Mount Waverley;35;137;100;36;27;99;11;5;61;11;5
2014;240;Ilim College of Australia;Broadmeadows;28;113;100;29;4,9;12;1;0;9;1;0
2014;;;;;;;;;;;;;;
2014;241;Iranian Cultural School;Doncaster East;;;;;;1;0;0;1;0;0
2014;242;Ivanhoe Girls Grammar School;Ivanhoe;44;278;100;34;19,7;124;9;3;85;7;3
2014;243;Ivanhoe Grammar School Plenty;Doreen;30;87;100;34;12,9;33;1;0;24;1;0
2014;244;Ivanhoe Grammar School Ridgeway;Ivanhoe;44;316;100;34;17,5;163;10;3;104;9;3
2014;245;John Fawkner College;Fawkner;22;74;88;26;1,4;0;0;0;0;0;0
2014;246;John Monash Science School;Clayton;46;418;100;35;19,9;220;8;4;132;7;4
2014;247;John Paul College;Frankston;47;194;100;29;5,6;29;1;1;21;1;1
2014;248;Kambrya College;Berwick;66;200;100;30;2,6;13;1;1;11;1;1
2014;249;Kangan Institute of TAFE;Broadmeadows;44;140;57;20;0,6;0;0;0;0;0;0
2014;250;Kaniva P-12 College;Kaniva;23;24;100;28;4,3;1;0;0;1;0;0
2014;251;Kardinia International College;Bell Post Hill;54;261;100;33;12,2;90;7;2;64;7;2
2014;252;Karen Brigetta Crump School of Dance;Drouin;;;;;;1;0;0;1;0;0
2014;253;Keilor Downs College;Keilor Downs;63;267;98;29;6,1;45;2;1;30;1;1
2014;254;Kensington Community High School;Kensington;14;23;0;0;0;0;0;0;0;0;0
2014;255;Kerang Technical High School;Kerang;26;85;93;25;4,8;9;3;2;5;2;2
2014;256;Kew High School;Kew East;49;288;99;32;9,7;63;1;0;45;1;0
2014;257;Keysborough Secondary College Acacia;Keysborough;39;111;95;25;2,7;6;0;0;5;0;0
2014;258;Keysborough Secondary College Banksia;Springvale South;49;175;95;27;2,2;10;1;1;9;1;1
2014;259;Kilbreda College;Mentone;43;248;100;31;7;51;2;0;39;2;0
2014;260;Killester College;Springvale;47;186;100;29;5,3;31;0;0;25;0;0
2014;261;Kilvington Grammar School;Ormond;31;94;100;33;12,2;34;2;1;26;2;1
2014;262;Kings College;Warrnambool;24;43;100;29;2,6;1;0;0;1;0;0
2014;263;Kingswood College;Box Hill;32;126;100;32;8,9;28;0;0;18;0;0
2014;264;Kolbe Catholic College;Greenvale Lakes;41;139;98;25;0,7;3;0;0;3;0;0
2014;265;Koo Wee Rup Secondary College;Koo Wee Rup;49;178;97;30;9,6;34;2;1;21;2;1
2014;266;Koonung Secondary College;Mont Albert North;50;320;98;32;8,3;72;6;1;48;5;1
2014;267;Korean Language School of Melbourne;Prahran;;;;;;3;0;0;3;0;0
2014;268;Korowa Anglican Girls School;Glen Iris;35;129;100;35;24,1;99;11;5;59;8;4
2014;269;Korumburra Secondary College;Korumburra;34;102;100;29;4,3;10;1;0;5;1;0
2014;270;Kurnai College Churchill Campus;Churchill;68;288;98;28;2;0;0;0;0;0;0
2014;271;Kurnai College University Campus;Churchill;;;;;;11;0;0;5;0;0
2014;272;Kurunjang Secondary College;Melton;32;85;86;24;0,5;1;0;0;1;0;0
2014;273;Kyabram Secondary College;Kyabram;48;145;98;27;3,3;2;0;0;2;0;0
2014;274;Kyneton High School;Kyneton;28;114;95;27;2,8;6;0;0;4;0;0
2014;275;Lac Hong Vietnamese School Sunshine West;Sunshine West;;;;;;1;0;0;1;0;0
2014;276;Lake Bolac College;Lake Bolac;5;6;0;33;0;0;0;0;0;0;0
2014;277;Lakes Entrance Secondary College;Lakes Entrance;19;49;88;27;1,1;1;0;0;1;0;0
2014;278;Lakeside Lutheran College;Pakenham;16;31;100;27;0;0;0;0;0;0;0
2014;279;Lakeview Senior College;Caroline Springs;59;445;99;27;2,7;25;1;0;15;1;0
2014;280;Lalor North Secondary College;Epping;32;54;95;23;1;1;0;0;1;0;0
2014;281;Lalor Secondary College;Lalor;56;235;99;27;2,2;12;0;0;12;0;0
2014;282;Lara Secondary College;Lara;56;146;93;27;0,5;2;0;0;2;0;0
2014;283;Lauriston Girls School;Armadale;31;111;100;37;29,8;103;9;7;57;9;7
2014;284;Lavalla Catholic College;Traralgon;55;261;100;29;4;26;2;0;21;2;0
2014;285;Lavers Hill K-12 College;Lavers Hill;9;8;0;27;0;0;0;0;0;0;0
2014;286;Laverton P-12 College;Laverton;33;59;100;21;0;0;0;0;0;0;0
2014;287;Leibler Yavneh College;Elsternwick;34;90;100;37;33,5;29;2;0;17;1;0
2014;288;Leongatha Secondary College;Leongatha;53;131;98;27;1,3;3;0;0;3;0;0
2014;289;Lighthouse Christian College;Keysborough;22;46;100;29;5,5;7;0;0;7;0;0
2014;290;Lighthouse Christian College Cranbourne;Cranbourne;14;45;100;27;1,8;2;0;0;1;0;0
2014;291;Lilydale Heights College;Lilydale;40;112;97;24;0,8;3;0;0;3;0;0
2014;292;Lilydale High School;Lilydale;56;343;94;28;3,5;26;3;0;21;3;0
2014;293;Loreto College;Ballarat;50;191;100;31;6,1;37;1;0;29;1;0
2014;294;Loreto Mandeville Hall;Toorak;31;210;100;35;28,9;167;6;4;99;6;4
2014;295;Lorne-Aireys Inlet P-12 College;Lorne;18;20;100;25;2,6;1;0;0;1;0;0
2014;296;Lowanna College;Newborough;45;164;94;25;1,4;6;0;0;6;0;0
2014;297;Lowther Hall Anglican Grammar School;Essendon;31;193;100;34;19,1;57;5;1;35;5;1
2014;298;Loyola College;Watsonia;49;246;100;31;6,2;54;3;1;40;3;1
2014;299;Luther College;Croydon Hills;42;329;100;33;12,4;125;9;6;93;8;5
2014;300;Lynall Hall Community School;Richmond;13;43;78;18;0;0;0;0;0;0;0
2014;301;Lyndale Secondary College;Dandenong North;61;215;99;26;1,2;7;0;0;7;0;0
2014;302;Lyndhurst Secondary College;Cranbourne;47;157;90;24;1,4;4;0;0;4;0;0
2014;303;MacKillop Catholic Regional College;Werribee;59;270;99;31;6,1;41;0;0;29;0;0
2014;304;Macleod College;Macleod;50;120;96;28;6;19;0;0;11;0;0
2014;305;Macrobertson Girls High School;Melbourne;51;519;100;38;36,6;385;39;19;222;36;18
2014;306;Maffra Secondary College;Maffra;34;149;100;27;2,4;9;0;0;7;0;0
2014;307;Mallacoota P-12 College;Mallacoota;12;16;100;20;0;0;0;0;0;0;0
2014;308;Manangatang P-12 College;Manangatang;28;21;100;28;3,1;2;0;0;2;0;0
2014;309;Manor Lakes P-12 College;Wyndham Vale;50;170;97;24;0,4;2;0;0;2;0;0
2014;310;Mansfield Secondary College;Mansfield;46;103;100;30;6,3;11;1;1;9;1;1
2014;311;Maranatha Christian School;Endeavour Hills;41;160;99;30;6,6;21;0;0;17;0;0
2014;312;Marcellin College;Bulleen;48;280;100;32;10,1;88;6;2;66;6;2
2014;313;Marian College Ararat;Ararat;29;104;98;26;1,7;4;0;0;2;0;0
2014;314;Marian College Myrtleford;Myrtleford;25;68;100;28;4,7;6;0;0;4;0;0
2014;315;Marian College Sunshine West;Sunshine West;41;159;100;29;2,2;10;0;0;10;0;0
2014;316;Maribyrnong Secondary College;Maribyrnong;35;208;95;29;4,7;29;1;1;20;1;1
2014;317;Marist Sion College;Warragul;34;181;100;31;7,9;44;3;1;33;2;1
2014;318;Mary MacKillop Catholic College;Leongatha;30;123;100;28;2,2;5;1;0;5;1;0
2014;319;Maryborough Education Centre;Maryborough;35;148;93;22;1,8;5;0;0;5;0;0
2014;320;Marymede Catholic College;South Morang;37;89;97;30;4,8;11;0;0;9;0;0
2014;321;Mater Christi College;Belgrave;45;240;100;31;8,3;57;1;0;32;1;0
2014;322;Matthew Flinders Girls Secondary College;Geelong;56;204;100;29;2,1;11;1;1;8;1;1
2014;323;Mazenod College;Mulgrave;44;344;99;32;9,8;107;8;3;73;7;3
2014;324;McClelland Secondary College;Frankston;47;126;93;28;1,9;4;0;0;3;0;0
2014;325;McGuire College;Shepparton;39;110;91;25;1,3;3;0;0;2;0;0
2014;326;McKinnon Secondary College;McKinnon;54;449;100;33;16,6;232;21;10;137;18;8
2014;327;Melba Secondary College;Croydon;50;175;96;25;1,5;7;1;0;4;1;0
2014;328;Melbourne Girls College;Richmond;49;320;100;33;15,6;114;4;2;63;4;2
2014;329;Melbourne Girls Grammar;South Yarra;37;187;100;36;25,4;132;13;5;90;11;5
2014;330;Melbourne Grammar School;Melbourne;46;393;100;35;24,2;271;27;13;165;23;12
2014;331;Melbourne High School;South Yarra;53;698;100;37;35,5;555;57;25;277;48;22
2014;332;Melbourne International School of Japanese;Oakleigh South;;;;;;3;1;1;3;1;1
2014;333;Melbourne Rudolf Steiner School;Warranwood;18;53;100;31;4,3;6;0;0;5;0;0
2014;334;Melbourne Senior Secondary College;Melbourne;15;41;73;21;1,4;1;0;0;1;0;0
2014;335;Melbourne Swedish Community School Association;Toorak;;;;;;1;0;0;1;0;0
2014;336;Melton Christian College;Brookfield;32;35;100;29;3,9;2;0;0;1;0;0
2014;337;Melton Secondary College;Melton;44;134;96;27;1,7;5;0;0;4;0;0
2014;338;Mentone Girls Grammar School;Mentone;33;130;100;34;25;84;8;0;54;8;0
2014;339;Mentone Girls Secondary College;Mentone;44;296;100;32;7,4;59;3;2;49;3;2
2014;340;Mentone Grammar School;Mentone;41;220;99;33;15,7;103;3;1;61;3;1
2014;341;Mercy College;Coburg;44;145;100;28;2,1;10;1;1;7;1;1
2014;342;Mercy Regional College;Camperdown;33;146;100;30;3,4;11;0;0;11;0;0
2014;343;Merinda Park Learning Centre;Cranbourne North;2;0;0;0;0;0;0;0;0;0;0
2014;344;Methodist Ladies College;Kew;50;396;100;35;23,9;307;27;14;186;25;13
2014;345;Mildura Senior College;Mildura;67;553;96;28;2,2;32;1;0;25;1;0
2014;346;Mill Park Secondary College;Epping;73;384;95;26;3;41;2;1;24;2;1
2014;347;Minaret College Springvale;Springvale;24;142;100;28;6,2;22;2;2;16;1;1
2014;348;Ministry of Dance;North Melbourne;;;;;;3;1;0;3;1;0
2014;349;Mirboo North Secondary College;Mirboo North;30;83;100;29;2,6;5;0;0;5;0;0
2014;350;Monbulk College;Monbulk;34;93;100;26;1,7;5;0;0;5;0;0
2014;351;Monivae College;Hamilton;44;142;100;30;5,9;23;1;0;16;1;0
2014;352;Monterey Secondary College;Frankston North;19;57;85;25;0;0;0;0;0;0;0
2014;353;Montmorency Secondary College;Montmorency;36;144;99;29;4,3;19;0;0;12;0;0
2014;354;Mooroolbark College;Mooroolbark;54;207;99;29;4,3;25;1;0;15;1;0
2014;355;Mooroopna Secondary College;Mooroopna;42;81;97;25;0,6;1;0;0;1;0;0
2014;356;Mordialloc College;Mordialloc;36;113;99;28;1,3;5;0;0;3;0;0
2014;357;Mornington Secondary College;Mornington;64;248;96;29;4;22;0;0;16;0;0
2014;358;Mortlake College;Mortlake;19;21;100;27;4,8;3;0;0;3;0;0
2014;359;Mount Alexander 7-12 College;Flemington;20;49;78;25;1,9;1;0;0;1;0;0
2014;360;Mount Beauty Secondary College;Mount Beauty;32;51;100;28;3,8;5;1;1;4;1;1
2014;361;Mount Clear College;Mount Clear;51;222;91;27;2,1;9;1;0;8;1;0
2014;362;Mount Eliza Secondary College;Mount Eliza;68;156;97;30;5,4;21;1;0;14;1;0
2014;363;Mount Erin College;Frankston South;37;209;91;29;3,6;10;0;0;7;0;0
2014;364;Mount Evelyn Christian School;Mount Evelyn;38;105;100;30;5,7;12;2;1;4;2;1
2014;365;Mount Hira College;Keysborough;11;39;100;26;1;1;0;0;1;0;0
2014;366;Mount Lilydale Mercy College;Lilydale;54;299;100;30;6,7;65;3;1;47;3;1
2014;367;Mount Ridley P-12 College;Craigieburn;12;36;0;29;10,7;1;0;0;1;0;0
2014;368;Mount Rowan Secondary College;Wendouree;51;151;92;22;0;0;0;0;0;0;0
2014;369;Mount Scopus Memorial College;Burwood;41;276;100;38;40,1;171;22;9;90;19;9
2014;370;Mount St Joseph Girls College;Altona;47;171;99;31;5,4;30;1;0;22;1;0
2014;371;Mount Waverley Secondary College;Mount Waverley;52;406;99;31;11,5;143;12;4;83;8;3
2014;372;Mountain District Christian School;Monbulk;18;29;100;26;7,1;4;0;0;4;0;0
2014;373;Mountain District Learning Centre;Ferntree Gully;9;26;78;23;0;0;0;0;0;0;0
2014;374;Mullauna College;Mitcham;38;89;98;30;6,3;22;0;0;15;0;0
2014;375;Murrayville Community College;Murrayville;25;40;88;26;0;0;0;0;0;0;0
2014;376;Murtoa P-12 College;Murtoa;23;30;100;30;9;6;0;0;4;0;0
2014;377;Myrtleford P-12 College;Myrtleford;19;25;91;26;3,4;2;0;0;2;0;0
2014;378;Nagle College;Bairnsdale;40;199;99;29;4,1;23;2;1;19;2;1
2014;379;Narre Community Learning Centre;Narre Warren;10;10;0;0;0;0;0;0;0;0;0
2014;380;Narre Warren South P-12 College;Narre Warren South;55;247;97;31;5,4;18;0;0;13;0;0
2014;381;Nathalia Secondary College;Nathalia;23;23;100;31;4,5;3;0;0;3;0;0
2014;382;Nazareth College;Noble Park North;56;193;97;29;3,9;21;0;0;16;0;0
2014;383;Neerim District Secondary College;Neerim South;19;30;100;26;1,2;1;0;0;1;0;0
2014;384;New Century Chinese Language School;Burwood East;;;;;;3;0;0;3;0;0
2014;385;New Chinese Language and Culture School Box Hill;Box Hill;;;;;;8;1;1;8;1;1
2014;386;Newcomb Secondary College;Newcomb;42;78;93;25;0,9;2;0;0;1;0;0
2014;387;Newhaven College;Rhyll;35;110;100;30;6,1;21;2;2;15;1;1
2014;388;Nhill College;Nhill;27;40;100;27;3,4;1;0;0;1;0;0
2014;389;Noble Park Secondary College;Noble Park;33;113;94;25;0,3;1;0;0;1;0;0
2014;390;North Geelong Secondary College;Geelong North;41;88;93;24;0,4;1;0;0;1;0;0
2014;391;Northcote High School;Northcote;58;477;97;31;9;112;6;2;83;5;2
2014;392;Northern Bay P-12 College;Corio;45;66;86;22;0;0;0;0;0;0;0
2014;393;Northern College of Arts and Technology;Preston;45;275;96;24;2,9;3;0;0;2;0;0
2014;394;Northern Melbourne Institute of TAFE;Preston;20;88;0;0;0;0;0;0;0;0;0
2014;395;Northside Christian College;Bundoora;25;31;94;27;0;0;0;0;0;0;0
2014;396;Norwood Secondary College;Ringwood;43;209;100;29;5,3;3;1;0;1;1;0
2014;397;Nossal High School;Berwick;40;407;100;35;24,7;278;23;13;179;20;11
2014;398;Notre Dame College;Shepparton;59;258;99;29;4,4;35;1;0;27;1;0
2014;399;Numurkah Secondary College;Numurkah;38;51;100;26;2,2;1;0;0;1;0;0
2014;400;Nunawading Christian College;Nunawading;12;33;100;35;19,3;15;1;1;11;1;1
2014;401;Oakleigh Grammar;Oakleigh;20;79;100;30;5;11;0;0;8;0;0
2014;402;Oberon High School;Armstrong Creek;58;201;99;27;1,1;4;1;1;4;1;1
2014;403;Omiros College Oakleigh South;Oakleigh South;;;;;;1;0;0;1;0;0
2014;404;Orbost Secondary College;Orbost;27;79;97;29;4,2;5;0;0;5;0;0
2014;405;Our Lady of Mercy College;Heidelberg;52;305;100;33;11,5;104;3;1;76;3;1
2014;406;Our Lady of Sacred Heart College;Bentleigh;56;192;100;32;9,2;46;1;1;37;1;1
2014;407;Our Lady of Sion College;Box Hill;46;199;100;34;17,4;110;9;2;71;9;2
2014;408;Ouyen Secondary College;Ouyen;20;26;100;30;6,7;6;0;0;3;0;0
2014;409;Overnewton Anglican College;Keilor;52;247;99;31;8,2;68;2;1;45;2;1
2014;410;Oxley Christian College;Chirnside Park;28;129;100;31;9,1;41;2;2;32;2;2
2014;411;Ozford College;Melbourne;12;13;100;19;0;0;0;0;0;0;0
2014;412;Padua College;Mornington;72;444;100;30;5,1;67;2;1;40;2;1
2014;413;Pakenham Secondary College;Pakenham;45;121;92;26;0,4;0;0;0;0;0;0
2014;414;Parade College;Bundoora;49;409;100;30;6;64;3;1;40;3;1
2014;415;Parkdale Secondary College;Mordialloc;54;307;99;29;3,3;13;0;0;10;0;0
2014;416;Pascoe Vale Girls Secondary College;Pascoe Vale;41;316;99;28;3,6;41;3;0;30;3;0
2014;417;Patterson River Secondary College;Seaford;54;257;96;29;4,9;30;4;2;18;4;2
2014;418;Peninsula Grammar;Mount Eliza;53;299;99;34;19,7;180;19;6;96;15;6
2014;419;Peninsula Grammar Nanjing Foreign Language School;Nanjing, China;;;;;;43;1;0;41;1;0
2014;420;Peninsula Grammar Pudong Foreign Language School;Shanghai, China;;;;;;1;0;0;1;0;0
2014;421;Peninsula Training and Employment;Rosebud;1;0;0;0;0;0;0;0;0;0;0
2014;422;Penleigh and Essendon Grammar School;Keilor East;37;290;100;36;26,4;311;30;11;145;22;10
2014;423;Penola Catholic College;Broadmeadows;57;300;100;28;2,1;20;0;0;14;0;0
2014;424;Peter Lalor Secondary College;Lalor;13;106;0;0;0;0;0;0;0;0;0
2014;425;Phoenix P-12 Community College;Sebastopol;49;189;97;26;1;3;0;0;2;0;0
2014;426;Pines Learning;Doncaster East;5;0;0;0;0;0;0;0;0;0;0
2014;427;Plenty Valley Christian College;Doreen;29;123;100;31;7,5;24;1;0;22;1;0
2014;428;Point Cook Senior Secondary College;Point Cook;50;258;94;27;2,4;13;0;0;8;0;0
2014;429;Portland Secondary College;Portland;39;122;98;26;1,5;5;0;0;5;0;0
2014;430;Prahran Community Learning Centre;Prahran;2;11;0;0;0;0;0;0;0;0;0
2014;431;Presbyterian Ladies College;Burwood;33;281;100;37;28,8;213;25;10;113;23;9
2014;432;Presentation College;Windsor;59;150;100;30;6,1;25;2;1;16;2;1
2014;433;Preshil The Margaret Lyttle Memorial School;Kew;24;32;100;29;7;5;0;0;4;0;0
2014;434;Preston Reservoir Adult Community Education;Reservoir;2;26;0;0;0;0;0;0;0;0;0
2014;435;Princes Hill Secondary College;Princes Hill;58;192;96;32;14,2;68;2;2;42;2;2
2014;436;Pythagoras Greek School;Brighton;;;;;;2;0;0;2;0;0
2014;437;Rainbow P-12 College;Rainbow;15;13;83;28;0;0;0;0;0;0;0
2014;438;Red Cliffs Secondary College;Red Cliffs;34;120;98;25;2,4;0;0;0;0;0;0
2014;439;Reservoir High School;Reservoir;39;118;99;24;2,1;7;0;0;5;0;0
2014;440;Ringwood Secondary College;Ringwood;74;336;99;30;9,7;84;4;1;61;4;1
2014;;;;;;;;;;;;;;
2014;441;RMIT TAFE;Melbourne;35;260;82;27;1,1;8;0;0;7;0;0
2014;442;Robinvale College;Robinvale;21;28;95;25;1,2;1;0;0;1;0;0
2014;443;Rochester Secondary College;Rochester;30;121;100;29;4,3;14;0;0;10;0;0
2014;444;Rosebud Secondary College;Rosebud;71;234;97;30;4,7;30;3;1;21;3;1
2014;445;Rosehill Secondary College;Niddrie;56;180;93;30;5,9;31;1;1;22;1;1
2014;446;Rowville Secondary College;Rowville;74;424;94;26;2,4;25;1;1;20;1;1
2014;447;Roxburgh College;Roxburgh Park;38;262;91;24;1,7;10;0;0;7;0;0
2014;448;Rushworth P-12 College;Rushworth;18;19;100;25;0;0;0;0;0;0;0
2014;449;Rutherglen High School;Rutherglen;25;57;94;26;0,7;1;0;0;1;0;0
2014;450;Ruyton Girls School;Kew;36;131;100;38;37,7;124;19;8;72;12;7
2014;451;Sacre Coeur;Glen Iris;35;141;100;36;24,9;102;8;4;64;6;2
2014;452;Sacred Heart College Geelong;Newtown;62;347;99;33;15;150;15;5;102;12;4
2014;453;Sacred Heart College Kyneton;Kyneton;49;188;100;28;2;11;0;0;10;0;0
2014;454;Sacred Heart College Yarrawonga;Yarrawonga;28;86;100;28;1,3;1;0;0;1;0;0
2014;455;Sacred Heart Girls College;Hughesdale;39;255;99;33;14,5;124;8;5;75;6;4
2014;456;Saint Catherines Greek School;Malvern East;;;;;;1;0;0;1;0;0
2014;457;Saint Ignatius College;Drysdale;42;155;100;31;7,7;45;3;2;35;3;2
2014;458;Sale College;Sale;39;146;90;27;2,2;5;0;0;5;0;0
2014;459;Salesian College Chadstone;Chadstone;44;182;100;31;11,4;70;4;0;41;3;0
2014;460;Salesian College Sunbury;Sunbury;47;201;99;30;5,9;34;1;1;21;1;1
2014;461;Sandringham College;Sandringham;76;392;97;28;1,6;15;0;0;13;0;0
2014;462;Santa Maria College;Northcote;42;186;100;32;8,3;51;2;0;37;2;0
2014;463;Scoresby Secondary College;Scoresby;32;91;98;26;1;2;0;0;2;0;0
2014;464;Scotch College;Hawthorn;44;451;100;36;26,6;361;41;25;180;30;17
2014;465;Seymour College;Seymour;47;113;92;25;0;0;0;0;0;0;0
2014;466;Shelford Girls Grammar;Caulfield;34;109;100;38;37,5;122;14;7;62;12;6
2014;467;Shepparton Adult and Community Education;Shepparton;8;9;0;0;0;0;0;0;0;0;0
2014;468;Shepparton Christian College;Shepparton;16;20;100;29;3,3;0;0;0;0;0;0
2014;469;Shepparton High School;Shepparton;51;132;87;25;0,9;3;0;0;3;0;0
2014;470;Sherbrooke Community School;Sassafras;19;30;70;25;5,4;2;0;0;1;0;0
2014;471;Sholem Aleichem College;Elsternwick;;;;;;1;0;0;1;0;0
2014;472;Siena College;Camberwell;45;178;99;34;18,5;114;3;0;75;3;0
2014;473;Simonds Catholic College;Fitzroy North;33;120;97;29;7,8;29;0;0;23;0;0
2014;474;Sirius College Broadmeadows Campus;Broadmeadows;17;140;96;32;11,1;36;0;0;26;0;0
2014;475;Sirius College Dandenong Campus;Keysborough;16;65;100;29;5,2;8;0;0;8;0;0
2014;476;Sirius College Meadow Fair Campus;Broadmeadows;17;136;100;28;7,2;25;2;0;20;2;0
2014;477;Skillsplus;Frankston;6;27;0;0;0;0;0;0;0;0;0
2014;478;Somerville Secondary College;Somerville;33;49;93;26;0,7;1;0;0;1;0;0
2014;479;South Gippsland Secondary College;Foster;25;64;93;29;4,6;5;0;0;5;0;0
2014;480;South Oakleigh Secondary College;Oakleigh South;27;101;96;28;1,9;4;0;0;3;0;0
2014;481;South West Institute of TAFE;Warrnambool;15;53;61;21;0;0;0;0;0;0;0
2014;482;Southern Grampians Adult Education;Hamilton;0;0;0;0;0;0;0;0;0;0;0
2014;483;St Albans Secondary College;St Albans;46;202;95;29;4,8;22;2;0;19;2;0
2014;484;St Aloysius College;North Melbourne;40;94;100;31;5;7;0;0;5;0;0
2014;485;St Andrews Christian College;Wantirna South;18;31;100;29;6;5;0;0;5;0;0
2014;486;St Arnaud Secondary College;St Arnaud;17;30;94;29;1,2;0;0;0;0;0;0
2014;487;St Augustines College;Kyabram;33;69;100;29;2,2;4;0;0;3;0;0
2014;488;St Bedes College;Mentone;53;329;99;31;7,9;85;7;1;57;6;1
2014;489;St Bernards College;Essendon;48;304;99;32;8,7;75;3;1;47;3;1
2014;490;St Brigids College;Horsham;43;139;100;28;5,1;15;2;2;10;1;1
2014;491;St Catherines School;Toorak;37;137;100;35;23,7;80;8;1;54;8;1
2014;492;St Columbas College;Essendon;39;201;99;32;10,9;81;3;0;55;3;0
2014;493;St Francis Xavier College;Beaconsfield;62;386;99;30;4,7;58;4;2;42;3;2
2014;494;St Helena Secondary College;Eltham North;45;390;99;31;6,3;62;0;0;45;0;0
2014;495;St Johns Greek Orthodox College;Preston;18;30;100;30;12,5;10;1;1;6;1;1
2014;496;St Johns Greek Orthodox College Saturday School;Preston;;;;;;1;0;0;1;0;0
2014;497;St Johns Regional College;Dandenong;49;198;100;28;2;15;0;0;11;0;0
2014;498;St Josephs College Echuca;Echuca;45;196;99;27;2,8;10;0;0;7;0;0
2014;499;St Josephs College Ferntree Gully;Ferntree Gully;46;253;100;31;7,2;39;3;2;25;3;2
2014;500;St Josephs College Geelong;Newtown;75;376;100;31;9,8;87;5;0;69;5;0
2014;501;St Josephs College Mildura;Mildura;49;163;100;29;3,7;16;1;0;10;1;0
2014;502;St Kevins College;Toorak;43;358;100;35;22,1;299;35;17;182;28;16
2014;503;St Leonards College;Brighton East;43;207;100;33;12,4;81;0;0;59;0;0
2014;504;St Margarets Berwick Grammar Berwick Campus;Berwick;27;102;100;34;17,3;50;4;1;32;4;1
2014;505;St Margarets Berwick Grammar Officer Campus;Officer;25;50;100;30;5,5;8;0;0;5;0;0
2014;506;St Mary MacKillop College;Swan Hill;30;117;100;30;4,1;14;2;1;13;2;1
2014;507;St Mary of the Angels College;Nathalia;50;99;98;28;4;6;0;0;5;0;0
2014;508;St Marys Coptic Orthodox College;Coolaroo;18;73;100;27;3,4;5;0;0;4;0;0
2014;509;St Michaels Grammar School;St Kilda;40;212;100;34;14,3;97;5;3;69;5;3
2014;510;St Monicas College;Epping;58;344;99;29;5,2;59;1;1;42;1;1
2014;511;St Patricks College;Ballarat;58;306;99;30;5,9;56;3;1;45;3;1
2014;512;St Pauls Anglican Grammar School;Warragul;53;236;100;31;8;63;3;2;41;2;1
2014;513;St Peters College;Cranbourne;72;201;100;27;1,5;10;0;0;7;0;0
2014;514;St Thomas Aquinas College;Tynong;13;25;100;27;2,1;2;0;0;2;0;0
2014;515;Star of the Sea College;Brighton;46;268;100;33;9,4;79;3;1;59;3;1
2014;516;Staughton College;Melton South;33;117;93;23;0,9;3;0;0;3;0;0
2014;517;Stawell Secondary College;Stawell;24;55;92;26;0,7;1;0;0;1;0;0
2014;518;Stonnington School of Dance;Murrumbeena;;;;;;2;0;0;2;0;0
